NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
148423,C1orf52,chromosome 1 open reading frame 52,Homo sapiens,PROTEIN_CODING,ENSG00000162642
148479,PHF13,PHD finger protein 13,Homo sapiens,PROTEIN_CODING,ENSG00000116273
148523,CIART,circadian associated repressor of transcription,Homo sapiens,PROTEIN_CODING,ENSG00000159208
148581,UBE2U,ubiquitin conjugating enzyme E2 U,Homo sapiens,PROTEIN_CODING,ENSG00000177414
148741,ANKRD35,ankyrin repeat domain 35,Homo sapiens,PROTEIN_CODING,ENSG00000198483
148753,FAM163A,family with sequence similarity 163 member A,Homo sapiens,PROTEIN_CODING,ENSG00000143340
148808,MFSD4A,major facilitator superfamily domain containing 4A,Homo sapiens,PROTEIN_CODING,ENSG00000174514
148811,PM20D1,peptidase M20 domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000162877
148870,CCDC27,coiled-coil domain containing 27,Homo sapiens,PROTEIN_CODING,ENSG00000162592
148930,KNCN,kinocilin,Homo sapiens,PROTEIN_CODING,ENSG00000162456
148932,MOB3C,MOB kinase activator 3C,Homo sapiens,PROTEIN_CODING,ENSG00000142961
149013,NBPF12,NBPF member 12,Homo sapiens,PROTEIN_CODING,ENSG00000268043
149018,LELP1,late cornified envelope like proline rich 1,Homo sapiens,PROTEIN_CODING,ENSG00000203784
149076,ZNF362,zinc finger protein 362,Homo sapiens,PROTEIN_CODING,ENSG00000160094
149095,DCST1,DC-STAMP domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000163357
149111,CNIH3,cornichon family AMPA receptor auxiliary protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000143786
149345,SHISA4,shisa family member 4,Homo sapiens,PROTEIN_CODING,ENSG00000198892
149420,PDIK1L,PDLIM1 interacting kinase 1 like,Homo sapiens,PROTEIN_CODING,ENSG00000175087
149428,BNIPL,BCL2 interacting protein like,Homo sapiens,PROTEIN_CODING,ENSG00000163141
149465,CFAP57,cilia and flagella associated protein 57,Homo sapiens,PROTEIN_CODING,ENSG00000243710
149466,C1orf210,chromosome 1 open reading frame 210,Homo sapiens,PROTEIN_CODING,ENSG00000253313
149563,SRARP,steroid receptor associated and regulated protein,Homo sapiens,PROTEIN_CODING,ENSG00000183888
149603,RNF187,ring finger protein 187,Homo sapiens,PROTEIN_CODING,ENSG00000168159
149628,PYHIN1,pyrin and HIN domain family member 1,Homo sapiens,PROTEIN_CODING,ENSG00000163564
149685,ADIG,adipogenin,Homo sapiens,PROTEIN_CODING,ENSG00000182035
149708,WFDC5,WAP four-disulfide core domain 5,Homo sapiens,PROTEIN_CODING,ENSG00000175121
149840,SHLD1,shieldin complex subunit 1,Homo sapiens,PROTEIN_CODING,ENSG00000171984
149986,LSM14B,LSM family member 14B,Homo sapiens,PROTEIN_CODING,ENSG00000149657
149998,LIPI,lipase I,Homo sapiens,PROTEIN_CODING,ENSG00000188992
150082,LCA5L,lebercilin LCA5 like,Homo sapiens,PROTEIN_CODING,ENSG00000157578
150084,IGSF5,immunoglobulin superfamily member 5,Homo sapiens,PROTEIN_CODING,ENSG00000183067
150159,SLC9B1,solute carrier family 9 member B1,Homo sapiens,PROTEIN_CODING,ENSG00000164037
150165,XKR3,XK related 3,Homo sapiens,PROTEIN_CODING,ENSG00000172967
150221,RIMBP3C,RIMS binding protein 3C,Homo sapiens,PROTEIN_CODING,ENSG00000183246
150223,YDJC,YdjC chitooligosaccharide deacetylase homolog,Homo sapiens,PROTEIN_CODING,ENSG00000161179
150275,CCDC117,coiled-coil domain containing 117,Homo sapiens,PROTEIN_CODING,ENSG00000159873
150290,DUSP18,dual specificity phosphatase 18,Homo sapiens,PROTEIN_CODING,ENSG00000167065
150297,C22orf42,chromosome 22 open reading frame 42,Homo sapiens,PROTEIN_CODING,ENSG00000205856
150353,DNAJB7,DnaJ heat shock protein family (Hsp40) member B7,Homo sapiens,PROTEIN_CODING,ENSG00000172404
150356,CHADL,chondroadherin like,Homo sapiens,PROTEIN_CODING,ENSG00000100399
150365,MEI1,meiotic double-stranded break formation protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000167077
150368,PHETA2,PH domain containing endocytic trafficking adaptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000177096
150372,NFAM1,NFAT activating protein with ITAM motif 1,Homo sapiens,PROTEIN_CODING,ENSG00000235568
150379,PNPLA5,patatin like phospholipase domain containing 5,Homo sapiens,PROTEIN_CODING,ENSG00000100341
150465,TTL,tubulin tyrosine ligase,Homo sapiens,PROTEIN_CODING,ENSG00000114999
150468,CKAP2L,cytoskeleton associated protein 2 like,Homo sapiens,PROTEIN_CODING,ENSG00000169607
150472,ZNG1B,Zn regulated GTPase metalloprotein activator 1B,Homo sapiens,PROTEIN_CODING,ENSG00000136682
150483,TEKT4,tektin 4,Homo sapiens,PROTEIN_CODING,ENSG00000163060
1506,CTRL,chymotrypsin like,Homo sapiens,PROTEIN_CODING,ENSG00000141086
150677,OTOS,otospiralin,Homo sapiens,PROTEIN_CODING,ENSG00000178602
150678,COPS9,COP9 signalosome subunit 9,Homo sapiens,PROTEIN_CODING,ENSG00000172428
150696,PROM2,prominin 2,Homo sapiens,PROTEIN_CODING,ENSG00000155066
150709,ANKAR,ankyrin and armadillo repeat containing,Homo sapiens,PROTEIN_CODING,ENSG00000151687
150726,FBXO41,F-box protein 41,Homo sapiens,PROTEIN_CODING,ENSG00000163013
150737,IFT70B,intraflagellar transport 70B,Homo sapiens,PROTEIN_CODING,ENSG00000196659
150763,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",Homo sapiens,PROTEIN_CODING,ENSG00000186281
150864,FAM117B,family with sequence similarity 117 member B,Homo sapiens,PROTEIN_CODING,ENSG00000138439
150921,TCF23,transcription factor 23,Homo sapiens,PROTEIN_CODING,ENSG00000163792
150946,GAREM2,GRB2 associated regulator of MAPK1 subtype 2,Homo sapiens,PROTEIN_CODING,ENSG00000157833
151050,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,Homo sapiens,PROTEIN_CODING,ENSG00000144445
151056,PLB1,phospholipase B1,Homo sapiens,PROTEIN_CODING,ENSG00000163803
151112,ZSWIM2,zinc finger SWIM-type containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000163012
151126,ZNF385B,zinc finger protein 385B,Homo sapiens,PROTEIN_CODING,ENSG00000144331
151188,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6,Homo sapiens,PROTEIN_CODING,ENSG00000177917
151194,METTL21A,"methyltransferase 21A, HSPA lysine",Homo sapiens,PROTEIN_CODING,ENSG00000144401
151195,CCNYL1,cyclin Y like 1,Homo sapiens,PROTEIN_CODING,ENSG00000163249
151230,KLHL23,kelch like family member 23,Homo sapiens,PROTEIN_CODING,ENSG00000213160
151242,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C,Homo sapiens,PROTEIN_CODING,ENSG00000150722
151254,C2CD6,C2 calcium dependent domain containing 6,Homo sapiens,PROTEIN_CODING,ENSG00000155754
151258,SLC38A11,solute carrier family 38 member 11,Homo sapiens,PROTEIN_CODING,ENSG00000169507
151295,SLC23A3,solute carrier family 23 member 3,Homo sapiens,PROTEIN_CODING,ENSG00000213901
151354,LRATD1,LRAT domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000162981
151393,RMDN2,regulator of microtubule dynamics 2,Homo sapiens,PROTEIN_CODING,ENSG00000115841
151473,SLC16A14,solute carrier family 16 member 14,Homo sapiens,PROTEIN_CODING,ENSG00000163053
151531,UPP2,uridine phosphorylase 2,Homo sapiens,PROTEIN_CODING,ENSG00000007001
151556,GPR155,G protein-coupled receptor 155,Homo sapiens,PROTEIN_CODING,ENSG00000163328
151613,TTC14,tetratricopeptide repeat domain 14,Homo sapiens,PROTEIN_CODING,ENSG00000163728
151790,WDR49,WD repeat domain 49,Homo sapiens,PROTEIN_CODING,ENSG00000174776
151827,LRRC34,leucine rich repeat containing 34,Homo sapiens,PROTEIN_CODING,ENSG00000171757
151835,CPNE9,copine family member 9,Homo sapiens,PROTEIN_CODING,ENSG00000144550
1519,CTSO,cathepsin O,Homo sapiens,PROTEIN_CODING,ENSG00000256043
151903,CCDC12,coiled-coil domain containing 12,Homo sapiens,PROTEIN_CODING,ENSG00000160799
151963,MB21D2,Mab-21 domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000180611
152002,XXYLT1,xyloside xylosyltransferase 1,Homo sapiens,PROTEIN_CODING,ENSG00000173950
152098,ZCWPW2,zinc finger CW-type and PWWP domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000206559
152100,CMC1,C-X9-C motif containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000187118
152110,NEK10,NIMA related kinase 10,Homo sapiens,PROTEIN_CODING,ENSG00000163491
152138,PYDC2,pyrin domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000253548
152185,SPICE1,spindle and centriole associated protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000163611
152206,CCDC13,coiled-coil domain containing 13,Homo sapiens,PROTEIN_CODING,ENSG00000244607
152217,NCBP2AS2,NCBP2 antisense 2 (head to head),Homo sapiens,PROTEIN_CODING,ENSG00000270170
152404,IGSF11,immunoglobulin superfamily member 11,Homo sapiens,PROTEIN_CODING,ENSG00000144847
152405,TEX55,testis expressed 55,Homo sapiens,PROTEIN_CODING,ENSG00000163424
152485,ZNF827,zinc finger protein 827,Homo sapiens,PROTEIN_CODING,ENSG00000151612
152503,SH3D19,SH3 domain containing 19,Homo sapiens,PROTEIN_CODING,ENSG00000109686
152518,NFXL1,"nuclear transcription factor, X-box binding like 1",Homo sapiens,PROTEIN_CODING,ENSG00000170448
152519,NIPAL1,NIPA like domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000163293
152579,SCFD2,sec1 family domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000184178
152586,MGAT4D,MGAT4 family member D,Homo sapiens,PROTEIN_CODING,ENSG00000205301
152687,ZNF595,zinc finger protein 595,Homo sapiens,PROTEIN_CODING,ENSG00000272602
1527,TEX28,testis expressed 28,Homo sapiens,PROTEIN_CODING,ENSG00000278057
152789,JAKMIP1,janus kinase and microtubule interacting protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000152969
152815,THAP6,THAP domain containing 6,Homo sapiens,PROTEIN_CODING,ENSG00000174796
152816,ODAPH,odontogenesis associated phosphoprotein,Homo sapiens,PROTEIN_CODING,ENSG00000174792
152877,FAM53A,family with sequence similarity 53 member A,Homo sapiens,PROTEIN_CODING,ENSG00000174137
152992,TRMT44,tRNA methyltransferase 44 homolog,Homo sapiens,PROTEIN_CODING,ENSG00000155275
153020,RASGEF1B,RasGEF domain family member 1B,Homo sapiens,PROTEIN_CODING,ENSG00000138670
153201,SLC36A2,solute carrier family 36 member 2,Homo sapiens,PROTEIN_CODING,ENSG00000186335
153218,SPINK13,serine peptidase inhibitor Kazal type 13,Homo sapiens,PROTEIN_CODING,ENSG00000214510
153339,TMEM167A,transmembrane protein 167A,Homo sapiens,PROTEIN_CODING,ENSG00000174695
153364,MBLAC2,metallo-beta-lactamase domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000176055
153396,TMEM161B,transmembrane protein 161B,Homo sapiens,PROTEIN_CODING,ENSG00000164180
153443,SRFBP1,serum response factor binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000151304
153478,PLEKHG4B,pleckstrin homology and RhoGEF domain containing G4B,Homo sapiens,PROTEIN_CODING,ENSG00000153404
153527,ZMAT2,zinc finger matrin-type 2,Homo sapiens,PROTEIN_CODING,ENSG00000146007
153572,IRX2,iroquois homeobox 2,Homo sapiens,PROTEIN_CODING,ENSG00000170561
153579,BTNL9,butyrophilin like 9,Homo sapiens,PROTEIN_CODING,ENSG00000165810
153642,ARSK,arylsulfatase family member K,Homo sapiens,PROTEIN_CODING,ENSG00000164291
153657,TTC23L,tetratricopeptide repeat domain 23 like,Homo sapiens,PROTEIN_CODING,ENSG00000205838
153733,CCDC112,coiled-coil domain containing 112,Homo sapiens,PROTEIN_CODING,ENSG00000164221
153743,PPP1R2B,PPP1R2 family member B,Homo sapiens,PROTEIN_CODING,ENSG00000231989
153745,GARIN3,golgi associated RAB2B interactor family member 3,Homo sapiens,PROTEIN_CODING,ENSG00000170613
153769,SH3RF2,SH3 domain containing ring finger 2,Homo sapiens,PROTEIN_CODING,ENSG00000156463
153770,PLAC8L1,PLAC8 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000173261
1538,CYLC1,cylicin 1,Homo sapiens,PROTEIN_CODING,ENSG00000183035
153830,RNF145,ring finger protein 145,Homo sapiens,PROTEIN_CODING,ENSG00000145860
1539,CYLC2,cylicin 2,Homo sapiens,PROTEIN_CODING,ENSG00000155833
154007,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48,Homo sapiens,PROTEIN_CODING,ENSG00000168566
154043,CNKSR3,CNKSR family member 3,Homo sapiens,PROTEIN_CODING,ENSG00000153721
154064,RAET1L,retinoic acid early transcript 1L,Homo sapiens,PROTEIN_CODING,ENSG00000155918
154075,SAMD3,sterile alpha motif domain containing 3,Homo sapiens,PROTEIN_CODING,ENSG00000164483
154141,MBOAT1,membrane bound O-acyltransferase domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000172197
154150,HDGFL1,HDGF like 1,Homo sapiens,PROTEIN_CODING,ENSG00000112273
154197,PNLDC1,PARN like ribonuclease domain containing exonuclease 1,Homo sapiens,PROTEIN_CODING,ENSG00000146453
154214,RNF217,ring finger protein 217,Homo sapiens,PROTEIN_CODING,ENSG00000146373
154313,CFAP206,cilia and flagella associated protein 206,Homo sapiens,PROTEIN_CODING,ENSG00000272514
154467,CCDC167,coiled-coil domain containing 167,Homo sapiens,PROTEIN_CODING,ENSG00000198937
154661,RUNDC3B,RUN domain containing 3B,Homo sapiens,PROTEIN_CODING,ENSG00000105784
154743,BMT2,base methyltransferase of 25S rRNA 2 homolog,Homo sapiens,PROTEIN_CODING,ENSG00000164603
154791,FMC1,formation of mitochondrial complex V assembly factor 1 homolog,Homo sapiens,PROTEIN_CODING,ENSG00000164898
154865,IQUB,IQ motif and ubiquitin domain containing,Homo sapiens,PROTEIN_CODING,ENSG00000164675
155038,GIMAP8,"GTPase, IMAP family member 8",Homo sapiens,PROTEIN_CODING,ENSG00000171115
155051,CRYGN,crystallin gamma N,Homo sapiens,PROTEIN_CODING,ENSG00000127377
155054,ZNF425,zinc finger protein 425,Homo sapiens,PROTEIN_CODING,ENSG00000204947
155066,ATP6V0E2,ATPase H+ transporting V0 subunit e2,Homo sapiens,PROTEIN_CODING,ENSG00000171130
155184,SLC2A7,solute carrier family 2 member 7,Homo sapiens,PROTEIN_CODING,ENSG00000197241
155185,AMZ1,archaelysin family metallopeptidase 1,Homo sapiens,PROTEIN_CODING,ENSG00000174945
155368,METTL27,methyltransferase like 27,Homo sapiens,PROTEIN_CODING,ENSG00000165171
155382,VPS37D,VPS37D subunit of ESCRT-I,Homo sapiens,PROTEIN_CODING,ENSG00000176428
155435,RBM33,RNA binding motif protein 33,Homo sapiens,PROTEIN_CODING,ENSG00000184863
157285,PRAG1,"PEAK1 related, kinase-activating pseudokinase 1",Homo sapiens,PROTEIN_CODING,ENSG00000275342
157378,TMEM65,transmembrane protein 65,Homo sapiens,PROTEIN_CODING,ENSG00000164983
157567,ANKRD46,ankyrin repeat domain 46,Homo sapiens,PROTEIN_CODING,ENSG00000186106
157574,FBXO16,F-box protein 16,Homo sapiens,PROTEIN_CODING,ENSG00000214050
157695,TDRP,testis development related protein,Homo sapiens,PROTEIN_CODING,ENSG00000180190
157724,SLC7A13,solute carrier family 7 member 13,Homo sapiens,PROTEIN_CODING,ENSG00000164893
157753,TMEM74,transmembrane protein 74,Homo sapiens,PROTEIN_CODING,ENSG00000164841
157769,FAM91A1,family with sequence similarity 91 member A1,Homo sapiens,PROTEIN_CODING,ENSG00000176853
157773,C8orf48,chromosome 8 open reading frame 48,Homo sapiens,PROTEIN_CODING,ENSG00000164743
157807,CLVS1,clavesin 1,Homo sapiens,PROTEIN_CODING,ENSG00000177182
157848,NKX6-3,NK6 homeobox 3,Homo sapiens,PROTEIN_CODING,ENSG00000165066
157855,KCNU1,potassium calcium-activated channel subfamily U member 1,Homo sapiens,PROTEIN_CODING,ENSG00000215262
157869,SBSPON,somatomedin B and thrombospondin type 1 domain containing,Homo sapiens,PROTEIN_CODING,ENSG00000164764
157922,CAMSAP1,calmodulin regulated spectrin associated protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000130559
158046,NXNL2,nucleoredoxin like 2,Homo sapiens,PROTEIN_CODING,ENSG00000130045
158056,MAMDC4,MAM domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000177943
158062,LCN6,lipocalin 6,Homo sapiens,PROTEIN_CODING,ENSG00000267206
158067,AK8,adenylate kinase 8,Homo sapiens,PROTEIN_CODING,ENSG00000165695
158135,TTLL11,tubulin tyrosine ligase like 11,Homo sapiens,PROTEIN_CODING,ENSG00000175764
158158,RASEF,RAS and EF-hand domain containing,Homo sapiens,PROTEIN_CODING,ENSG00000165105
158219,TTC39B,tetratricopeptide repeat domain 39B,Homo sapiens,PROTEIN_CODING,ENSG00000155158
158234,TRMT10B,tRNA methyltransferase 10B,Homo sapiens,PROTEIN_CODING,ENSG00000165275
158293,FAM120AOS,family with sequence similarity 120 member A opposite strand,Homo sapiens,PROTEIN_CODING,ENSG00000188938
158297,SAXO1,stabilizer of axonemal microtubules 1,Homo sapiens,PROTEIN_CODING,ENSG00000155875
158358,BRD10,bromodomain containing 10,Homo sapiens,PROTEIN_CODING,ENSG00000183354
158399,ZNF483,zinc finger protein 483,Homo sapiens,PROTEIN_CODING,ENSG00000173258
158401,SHOC1,shortage in chiasmata 1,Homo sapiens,PROTEIN_CODING,ENSG00000165181
158405,KIAA1958,KIAA1958,Homo sapiens,PROTEIN_CODING,ENSG00000165185
158427,TSTD2,thiosulfate sulfurtransferase like domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000136925
158506,CBLL2,Cbl proto-oncogene like 2,Homo sapiens,PROTEIN_CODING,ENSG00000175809
158511,CSAG1,chondrosarcoma associated gene 1,Homo sapiens,PROTEIN_CODING,ENSG00000198930
158521,FMR1NB,FMR1 neighbor,Homo sapiens,PROTEIN_CODING,ENSG00000176988
158584,FAAH2,fatty acid amide hydrolase 2,Homo sapiens,PROTEIN_CODING,ENSG00000165591
158586,ZXDB,zinc finger X-linked duplicated B,Homo sapiens,PROTEIN_CODING,ENSG00000198455
158747,MOSPD2,motile sperm domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000130150
158763,ARHGAP36,Rho GTPase activating protein 36,Homo sapiens,PROTEIN_CODING,ENSG00000147256
158787,RIBC1,RIB43A domain with coiled-coils 1,Homo sapiens,PROTEIN_CODING,ENSG00000158423
158798,AKAP14,A-kinase anchoring protein 14,Homo sapiens,PROTEIN_CODING,ENSG00000186471
158800,RHOXF1,Rhox homeobox family member 1,Homo sapiens,PROTEIN_CODING,ENSG00000101883
158809,MAGEB6,MAGE family member B6,Homo sapiens,PROTEIN_CODING,ENSG00000176746
158833,AWAT1,acyl-CoA wax alcohol acyltransferase 1,Homo sapiens,PROTEIN_CODING,ENSG00000204195
158835,AWAT2,acyl-CoA wax alcohol acyltransferase 2,Homo sapiens,PROTEIN_CODING,ENSG00000147160
158866,ZDHHC15,zinc finger DHHC-type palmitoyltransferase 15,Homo sapiens,PROTEIN_CODING,ENSG00000102383
158880,USP51,ubiquitin specific peptidase 51,Homo sapiens,PROTEIN_CODING,ENSG00000247746
159090,PABIR2,PABIR family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000156504
159119,HSFY2,heat shock transcription factor Y-linked 2,Homo sapiens,PROTEIN_CODING,ENSG00000169953
159163,RBMY1F,RNA binding motif protein Y-linked family 1 member F,Homo sapiens,PROTEIN_CODING,ENSG00000169800
159195,USP54,ubiquitin specific peptidase 54,Homo sapiens,PROTEIN_CODING,ENSG00000166348
159371,SLC35G1,solute carrier family 35 member G1,Homo sapiens,PROTEIN_CODING,ENSG00000176273
159686,CFAP58,cilia and flagella associated protein 58,Homo sapiens,PROTEIN_CODING,ENSG00000120051
159963,SLC5A12,solute carrier family 5 member 12,Homo sapiens,PROTEIN_CODING,ENSG00000148942
159989,DEUP1,deuterosome assembly protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000165325
160065,PATE1,prostate and testis expressed 1,Homo sapiens,PROTEIN_CODING,ENSG00000171053
160140,C11orf65,chromosome 11 open reading frame 65,Homo sapiens,PROTEIN_CODING,ENSG00000166323
160287,LDHAL6A,lactate dehydrogenase A like 6A,Homo sapiens,PROTEIN_CODING,ENSG00000166800
160335,TMTC2,transmembrane O-mannosyltransferase targeting cadherins 2,Homo sapiens,PROTEIN_CODING,ENSG00000179104
160418,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,Homo sapiens,PROTEIN_CODING,ENSG00000139324
160428,ALDH1L2,aldehyde dehydrogenase 1 family member L2,Homo sapiens,PROTEIN_CODING,ENSG00000136010
160492,LMNTD1,lamin tail domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000152936
160518,DENND5B,DENN domain containing 5B,Homo sapiens,PROTEIN_CODING,ENSG00000170456
160760,PPTC7,protein phosphatase targeting COQ7,Homo sapiens,PROTEIN_CODING,ENSG00000196850
160762,CCDC63,coiled-coil domain containing 63,Homo sapiens,PROTEIN_CODING,ENSG00000173093
160777,CCDC60,coiled-coil domain containing 60,Homo sapiens,PROTEIN_CODING,ENSG00000183273
160857,CCDC122,coiled-coil domain containing 122,Homo sapiens,PROTEIN_CODING,ENSG00000151773
160897,GPR180,G protein-coupled receptor 180,Homo sapiens,PROTEIN_CODING,ENSG00000152749
161003,STOML3,stomatin like 3,Homo sapiens,PROTEIN_CODING,ENSG00000133115
161142,GARIN2,golgi associated RAB2 interactor family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000172717
161145,TMEM229B,transmembrane protein 229B,Homo sapiens,PROTEIN_CODING,ENSG00000198133
161247,FITM1,fat storage inducing transmembrane protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000139914
161253,REM2,RRAD and GEM like GTPase 2,Homo sapiens,PROTEIN_CODING,ENSG00000139890
161291,TMEM30B,transmembrane protein 30B,Homo sapiens,PROTEIN_CODING,ENSG00000182107
161424,NOP9,NOP9 nucleolar protein,Homo sapiens,PROTEIN_CODING,ENSG00000196943
161436,EML5,EMAP like 5,Homo sapiens,PROTEIN_CODING,ENSG00000165521
161514,TBC1D21,TBC1 domain family member 21,Homo sapiens,PROTEIN_CODING,ENSG00000167139
